timestamp,point_name,x,y,alias,mac,rssion.
2025-06-26T18:20:13.346425,pt_02,0.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-31
2025-06-26T18:20:13.346425,pt_02,0.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-32
2025-06-26T18:20:17.665251,pt_12,1.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:17.665251,pt_12,1.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:20:17.665251,pt_12,1.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-35
2025-06-26T18:20:17.665251,pt_12,1.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-32
2025-06-26T18:20:21.973689,pt_12,1.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:21.973689,pt_12,1.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:20:21.973689,pt_12,1.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-34
2025-06-26T18:20:21.973689,pt_12,1.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-32
2025-06-26T18:20:26.285458,pt_12,1.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:26.285458,pt_12,1.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-29
2025-06-26T18:20:26.285458,pt_12,1.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-34
2025-06-26T18:20:26.285458,pt_12,1.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-31
2025-06-26T18:20:30.570953,pt_22,2.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:30.570953,pt_22,2.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:20:30.570953,pt_22,2.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-33
2025-06-26T18:20:30.570953,pt_22,2.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-31
2025-06-26T18:20:34.918674,pt_22,2.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:34.918674,pt_22,2.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:20:34.918674,pt_22,2.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-32
2025-06-26T18:20:34.918674,pt_22,2.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-31
2025-06-26T18:20:39.346511,pt_22,2.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:39.346511,pt_22,2.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-29
2025-06-26T18:20:39.346511,pt_22,2.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-33
2025-06-26T18:20:39.346511,pt_22,2.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-30
2025-06-26T18:20:43.734645,pt_32,3.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-11
2025-06-26T18:20:43.734645,pt_32,3.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-29
2025-06-26T18:20:43.734645,pt_32,3.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-34
2025-06-26T18:20:43.734645,pt_32,3.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-30
2025-06-26T18:20:47.993513,pt_32,3.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:47.993513,pt_32,3.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:20:47.993513,pt_32,3.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-33
2025-06-26T18:20:47.993513,pt_32,3.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-30
2025-06-26T18:20:52.361337,pt_32,3.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:20:52.361337,pt_32,3.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:20:52.361337,pt_32,3.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-33
2025-06-26T18:20:52.361337,pt_32,3.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-31
2025-06-26T18:20:56.658085,pt_42,4.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-11
2025-06-26T18:20:56.658085,pt_42,4.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-31
2025-06-26T18:20:56.658085,pt_42,4.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-33
2025-06-26T18:20:56.658085,pt_42,4.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-31
2025-06-26T18:21:00.974122,pt_42,4.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:21:00.974122,pt_42,4.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:21:00.974122,pt_42,4.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-33
2025-06-26T18:21:00.974122,pt_42,4.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-30
2025-06-26T18:21:05.190397,pt_42,4.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:21:05.190397,pt_42,4.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-29
2025-06-26T18:21:05.190397,pt_42,4.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-33
2025-06-26T18:21:05.190397,pt_42,4.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-31
2025-06-26T18:21:09.497537,pt_52,5.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:21:09.497537,pt_52,5.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-29
2025-06-26T18:21:09.497537,pt_52,5.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-34
2025-06-26T18:21:09.497537,pt_52,5.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-30
2025-06-26T18:21:13.801819,pt_52,5.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
2025-06-26T18:21:13.801819,pt_52,5.0,2.0,WiSentinel-AP4,a8:93:4a:df:24:e9,-30
2025-06-26T18:21:13.801819,pt_52,5.0,2.0,WiSentinel-AP3,a8:93:4a:df:a2:93,-32
2025-06-26T18:21:13.801819,pt_52,5.0,2.0,WiSentinel-AP2,38:d5:7a:a4:94:f7,-30
2025-06-26T18:21:18.149988,pt_52,5.0,2.0,WiSentinel-AP1,a8:93:4a:df:a6:c1,-10
