var_rx0_tx0,var_rx0_tx1,var_rx0_tx2,var_rx1_tx0,var_rx1_tx1,var_rx1_tx2,var_rx2_tx0,var_rx2_tx1,var_rx2_tx2,tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
1.3745375871183258e+19,2.6285165067214107e+19,8.006987097669322e+23,2.5772110992349913e+19,2.014375761351664e+19,6.934242368806341e+23,9.102850651308105e+18,9.843088889515608e+18,1.3826744730762137e+24,0.0,0.0,9.0,0.9719280537996254,1,3035785580.092147,10595953414.575958,2.1131966137228275,3.8652630900184795,no_person,ilive-empty-room-20s-4.dat
1.207027486479276e+19,1.2680714172617406e+19,0.0,2.8010675424500253e+19,2.191522198886999e+19,0.0,9.81126467988999e+18,1.0398718224281418e+19,0.0,0.0,0.0,48.0,0.0,1,2324684454.846028,10449163950.700459,2.1860048778168717,4.113050266761804,no_person,ilive-empty-room-20s-4.dat
1.514670504937396e+19,2.9569290248188146e+19,1.1631012780321162e+24,2.3158090244954382e+19,2.0424608092477055e+19,1.8358647324740485e+24,6.866707808331339e+18,7.064947561688398e+18,1.6038290955361782e+24,0.0,0.0,90.0,0.9938311172333604,1,2545920943.6195807,11563718534.936766,1.9928473681277878,3.113475384334846,no_person,ilive-empty-room-20s-4.dat
1.2389548288091943e+19,2.6172834491031953e+19,7.761075956604059e+23,2.0977096008551424e+19,1.996599073874945e+19,1.2477037506955446e+24,1.0238737899835116e+19,9.616995129210833e+18,7.416530355040786e+23,0.0,0.0,67.0,0.9472233697160699,1,2540743121.40385,10336450527.568983,2.0248139602239776,3.4159236782962124,no_person,ilive-empty-room-20s-4.dat
