var_rx0_tx0,var_rx0_tx1,var_rx0_tx2,var_rx1_tx0,var_rx1_tx1,var_rx1_tx2,var_rx2_tx0,var_rx2_tx1,var_rx2_tx2,tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
2.0042236119246807e+19,1.8612788810977513e+19,0.0,1.9770393181699953e+19,1.6384824710963368e+19,0.0,1.1641960392790422e+19,1.2441432381664657e+19,0.0,0.0,0.0,56.0,0.0,1,3324227085.0777636,11281287335.145832,1.8838790437312758,2.48821467543097,no_person,ilive-empty-room-20s-52.dat
1.893624364987396e+19,4.452029498836886e+19,1.6239435992610527e+24,2.4672385732892914e+19,2.3387557587474653e+19,1.5868529069333284e+24,1.0746629842374562e+19,7.79969964419806e+18,2.7026523272572056e+24,0.0,0.0,-2.0,0.9736212442140726,1,3039941692.7665734,10836850327.786163,1.9475058270825063,2.9968716321123168,no_person,ilive-empty-room-20s-52.dat
1.9554579054765056e+19,2.3011610379405406e+19,3.971158403567466e+23,2.2549244908597244e+19,1.6669202367072913e+19,1.9741636086910434e+23,1.537721336415226e+19,1.7346962824258271e+19,1.5297208872784446e+24,0.0,0.0,-3.0,0.9404710769410342,1,2671457891.159438,10068958382.412956,1.9670261626450534,2.8538247402990367,no_person,ilive-empty-room-20s-52.dat
1.3364676889402993e+19,1.3326382691981605e+19,0.0,1.5291948338032509e+19,1.567999957463465e+19,0.0,1.884201799236767e+19,2.1615073558242193e+19,0.0,0.0,0.0,58.0,0.0,1,2618840072.3785057,10528443956.462025,2.0456247105878074,3.3054769806718935,no_person,ilive-empty-room-20s-52.dat
1.9093787542425022e+19,2.0773893767545385e+19,1.2970441319957507e+23,2.39407917909665e+19,2.09708212633559e+19,3.091904896024296e+23,9.553105979677405e+18,8.625275438629545e+18,1.4185842814796236e+24,0.0,0.0,2.0,0.9849695305802534,1,2088053806.5626447,9768895457.533895,1.8362190086560783,2.375042818978099,no_person,ilive-empty-room-20s-52.dat
1.7137280486060026e+19,2.0285403118527152e+19,1.9086425914180024e+23,1.6386710484080296e+19,1.5746493035362611e+19,8.770879848327642e+23,1.3568864674698713e+19,1.4033807411288326e+19,1.13086095519987e+24,0.003703703703703704,0.06074525728465454,5.0,0.9575630775498504,1,2897341510.3691754,10091066785.430347,2.047286092931719,3.4006630702600953,no_person,ilive-empty-room-20s-52.dat
1.8152215857736382e+19,6.530964009816308e+19,2.3671653526936875e+24,1.8601727982950568e+19,1.7256908899751143e+19,1.3045837404201076e+24,1.3626151203763884e+19,1.2609347403110052e+19,2.492957287697925e+24,0.0,0.0,90.0,0.9927215406088874,1,2779556538.3926177,9867975686.370209,1.935261323488472,2.740440156354052,no_person,ilive-empty-room-20s-52.dat
