var_rx0_tx0,var_rx0_tx1,var_rx0_tx2,var_rx1_tx0,var_rx1_tx1,var_rx1_tx2,var_rx2_tx0,var_rx2_tx1,var_rx2_tx2,tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
1.397450869830192e+19,3.2119285796285747e+19,1.1768644093370204e+24,1.4859240462884755e+19,1.2571729016068164e+19,4.3288436464053576e+23,1.386146643879439e+19,1.2648591888542192e+19,6.861678943866242e+23,0.0,0.0,42.0,0.9849581797500746,1,2168632156.1375995,11420064576.492878,2.160312966671828,4.061512822991064,no_person,ilive-empty-room-20s-2.dat
1.2521597705181571e+19,1.9244700427603284e+19,7.19967952989442e+23,1.7077206928716124e+19,1.3484230442167015e+19,3.038559265887396e+23,6.649201020624543e+18,8.840828197879867e+18,1.4310325480501748e+24,0.0,0.0,-10.0,0.9917751422894944,1,2847579125.0685377,10334896977.68013,2.095558426208667,3.6106204847759313,no_person,ilive-empty-room-20s-2.dat
1.5600072476782608e+19,1.5998523910905823e+19,0.0,1.6401017435903095e+19,1.4082309997709711e+19,0.0,1.0367204897732317e+19,1.1527374276048476e+19,0.0,0.0,0.0,46.0,0.0,1,1721440562.7679954,11287615820.248613,2.056855701658572,3.5990803015473833,no_person,ilive-empty-room-20s-2.dat
1.4323012874938264e+19,3.3250917802722423e+19,1.2706991789611026e+24,1.2497016070693552e+19,1.1714464948560148e+19,6.037027320166219e+23,6.583558794020006e+18,5.318892290312988e+18,8.207644247350402e+23,0.0,0.0,-2.0,0.9938652498947219,2,1297833039.3644388,10562008637.86644,2.0015549786136435,3.65720278548529,no_person,ilive-empty-room-20s-2.dat
1.0894106161072916e+19,1.2875723848087247e+19,0.0,1.962249245933374e+19,1.5402531697148815e+19,0.0,1.4808032528164477e+19,1.5440148443283171e+19,0.0,0.0,0.0,54.0,0.0,1,2750223994.0048976,12071464722.898428,2.033428769985193,3.5497802180932476,no_person,ilive-empty-room-20s-2.dat
1.935472818267e+19,2.045493915329689e+19,6.589517156060055e+23,1.7861401602723607e+19,1.3806566587183254e+19,4.071735678702441e+23,1.1330378770185587e+19,1.2550834102954121e+19,2.3883269086592113e+24,0.0,0.0,27.0,0.9752229837056795,1,3421437818.4997983,10799201386.613537,2.142923150850601,3.6248647994070264,no_person,ilive-empty-room-20s-2.dat
1.4891894764345862e+19,1.3535445094251123e+19,0.0,1.3056909106141768e+19,1.143624953519704e+19,0.0,8.021352390709969e+18,8.372286522246817e+18,0.0,0.0,0.0,45.0,0.0,1,3401832939.1542087,11983163953.483467,2.1028725195552744,3.506932176085469,no_person,ilive-empty-room-20s-2.dat
