tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
0.0,0.0,49.0,0.8250583072523077,3,792945718.9614,9969221682.799103,0.1552770862858809,-1.4892515583909758,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,49.0,0.8229405680366844,3,638013215.169499,6092988363.610867,0.18695633151746782,-1.6267966603888395,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,57.0,0.9291703331153186,5,679701812.5813782,9242863432.92978,-1.3283678457755206,1.2521583527119224,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,48.0,0.8126370193644266,3,232557580.64127538,7261518403.427825,0.38779959894469157,-1.0588314346622114,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,57.0,0.9201033741436039,1,1361328321.465845,7095929890.511555,0.3649632421086697,-1.5075057659509226,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,49.0,0.8927828826969773,4,454819924.05402064,8341725071.835205,-1.482204224728531,1.806834527939218,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,34.0,0.0,3,3554276579.8978157,9112527163.122093,-0.2965268378043111,-0.48681934080778433,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,56.0,0.0,1,5145686350.446096,15888508587.14263,0.5458756731306481,-0.4076244581478434,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,46.0,0.0,1,3219877901.715956,11411187625.999615,-0.24880310259805985,-0.004978437880586384,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,57.0,0.8880262192989191,5,395914232.74941,13331827715.383694,0.0022428142031374223,-0.6140608254318485,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,58.0,0.7739699259352228,3,251591173.57201582,11586575742.273003,0.7143477591850996,-0.40830632842176806,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,53.0,0.8858002156548619,2,866808929.002661,7207044003.540897,0.2784940560857961,-0.863267042403332,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,52.0,0.8509775303217517,2,1266559397.8006935,9015109406.70066,0.9555198156892105,-0.5733872224381731,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,51.0,0.8448166034069028,0,1191200741.1786306,12135855261.198603,0.652464805927181,-1.0303593515030067,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,54.0,0.8640669436845716,3,594271937.0011501,14065030148.613224,0.15809349623986774,-1.4038422448922852,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,49.0,0.0,2,3018337114.8529787,9696349640.199444,0.3036280787836016,-0.7467670293375432,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,47.0,0.9094452955043433,2,165888235.5147537,3755002659.7392826,0.06973150700009204,-1.5225589071554344,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,55.0,0.8741452524200471,1,849917732.1469353,6365148814.133214,0.24538877819527985,-1.3886810112638381,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,50.0,0.8546505348383497,6,108375535.21834165,9701167774.996923,0.7814407567709849,0.8764133192110002,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,56.0,0.9078188509436204,1,775439872.7657595,10709928678.093967,0.8941146562944342,-0.7828680060362325,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,59.0,0.8233485518870629,2,252004311.90497452,8930936546.758354,0.5640538847484875,-0.9339929705418291,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,36.0,0.0,0,3696766886.5070257,9112425159.923838,0.5023899139608553,-0.4685761636316932,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,54.0,0.879324167114246,5,480972902.09786487,7507295027.324192,-0.14510821488107867,-1.4461920365846432,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,55.0,0.8758064840456413,1,1780607490.6885517,13438613509.886318,0.2422858146869314,-1.5826348926748026,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,58.0,0.8950357050045867,1,2036624225.0318153,11352439590.533123,0.5454193994758527,-1.1564189251574728,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,62.0,0.8937302793517884,2,1356404346.0671794,15646340643.851885,-0.6462555642014629,-0.3752286726259668,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,43.0,0.0,2,2996786542.5902014,10022493855.232647,-0.17236612205466517,-0.3111472807425728,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,54.0,0.9070500463457075,1,2043073543.7498996,6731732039.39183,0.8486600841065707,-0.9247386775887207,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,56.0,0.8251511879627768,3,518685993.12025,6890187212.665339,0.9766851972641959,-0.45789170134441415,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,52.0,0.9248410015034643,0,807474029.9036863,4664404452.862864,1.0092729489772045,-0.5137414224216994,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,48.0,0.8933189208293718,5,453001229.2194662,7572852351.2479,0.38379324224487904,-1.1920358893372769,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,60.0,0.8901180148809728,2,533452041.88415706,12604015764.52666,0.8411148393834124,-0.24935947758497834,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,50.0,0.8048435728869334,4,1369465256.4979627,15359108697.260612,-0.9331734999213999,-0.6585188108474593,no_person,ilive-2-empty-room-20s-40.dat
0.0,0.0,56.0,0.9228171583978302,3,544552873.6724364,12948276141.00292,-0.1728716197939802,-1.268061351800785,no_person,ilive-2-empty-room-20s-40.dat
