tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
0.0,0.0,54.0,0.8365657407057202,1,3494020481.075279,12069297981.163261,-0.49937550853825186,-1.0679672805532037,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,58.0,0.9097210811227437,1,3247778600.505487,11805692071.271872,-0.4156406571552265,-1.136893041506679,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,61.0,0.9762422757979281,1,3450786302.8021994,13631151290.70626,-0.42667272369070997,-1.0830942609650978,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,53.0,0.8066898007847513,2,2707182667.7188983,9227032254.20285,-0.45991498012848125,-1.1573873628817932,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,57.0,0.9294732950471593,1,3189872602.950431,13117423860.236794,-0.43681369834315376,-1.0924697205864038,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,58.0,0.9159463541603438,2,2535368772.011169,10594848197.6221,-0.40479197241580867,-1.1226213121880506,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,57.0,0.8995286121992137,1,2262291001.7731504,9092373639.612896,-0.40382452209059705,-1.0901165207629682,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,55.0,0.9175333005953076,1,2898817212.936013,10579348665.435867,-0.4462836391723304,-1.047282141961157,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,57.0,0.9036789081924076,1,2592377463.4752154,9486314896.155289,-0.39750869289295776,-1.0803715738721025,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,48.0,0.8994694473479857,2,2211350546.8425264,8360035963.192774,-0.4270450532362767,-1.1505575386433562,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,58.0,0.8921150886629453,1,3074078612.81843,11317584102.711681,-0.4042025566208054,-1.1422613044557264,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,49.0,0.841035192671047,2,1171073411.513497,5079295196.918745,-0.4400430565263897,-1.0366745433118325,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,58.0,0.898859646053516,1,3169159284.3912973,12250252854.176025,-0.45500074083313496,-1.1016828896950397,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,44.0,0.8899396500357054,2,1299646572.724054,4535948238.041287,-0.467737444082381,-1.108554439603748,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,58.0,0.9063575835653426,2,2530969485.108632,9878055676.546923,-0.3902485980139018,-1.1766006829963411,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,49.0,0.8413177087399999,1,2641400438.6725855,9037614784.24067,-0.5057739249247564,-1.0250787687108418,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,52.0,0.8673215334994369,1,2404876844.6002865,9912210856.574127,-0.4499118647303539,-1.0152876429335174,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,48.0,0.832485623341074,1,2466473183.24758,8632361505.617489,-0.4977892892222224,-1.0078770505118206,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,61.0,0.9523977604474357,1,3620939899.34296,12572080926.458637,-0.5569156996526644,-0.9587155744252973,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,61.0,0.9600302877283197,3,3279804522.124254,13093640722.982714,-0.4068339383707772,-1.0902256425642511,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,53.0,0.8708077098387853,1,2522516573.235371,9917533165.752552,-0.40739268436853227,-1.0753958079618309,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,61.0,0.9490016970204908,1,3237749764.597765,12376043046.17598,-0.39324722114777166,-1.1501148030525876,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,52.0,0.8763392410110306,2,1918064101.441101,8598364072.75687,-0.37400358327684047,-1.1497225081072775,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,45.0,0.9070296721632531,1,1382160192.3915713,4612730043.9809475,-0.5011716781970572,-1.0142332621760175,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,48.0,0.8894585168563858,2,1347983853.0239503,5261783566.395371,-0.3796281600214095,-1.2039974655639607,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,57.0,0.8855246511052567,2,3011259476.727468,11655483782.921286,-0.42584743371825945,-1.1375063653449997,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,60.0,0.9476894343586466,2,2267863179.8971276,8602832121.287642,-0.49587845087922,-0.9811731221632876,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,50.0,0.8826467339544517,1,2256830864.8393207,8876547026.875187,-0.43349040081053364,-1.1068934546600322,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,49.0,0.9351348717304653,2,3237299922.535484,10689740784.1145,-0.3868888932420266,-1.2442388783206553,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,54.0,0.8527780712629087,1,2722341267.5056095,10798022098.525959,-0.42790172863638065,-1.118643503405295,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,60.0,0.9755382261824667,1,2816832510.537374,11240653888.470503,-0.44338761163210216,-1.1272910673945749,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,61.0,0.971618441106942,2,3479018688.181841,12996415728.82108,-0.4069088378738379,-1.1765425156218916,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,52.0,0.8149365227172495,1,2676550140.5612764,9576840507.517496,-0.45939754554979656,-1.1248358343019078,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,55.0,0.8843941579019855,1,3038311554.8950853,12488923836.845911,-0.4274153022726695,-1.089447173955309,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,50.0,0.8604533843451607,2,2519769697.862841,8903208957.616188,-0.44506555272375464,-1.1356778124341456,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,48.0,0.8877475012272703,2,2077300012.8444207,8362271548.002817,-0.43549659879006136,-1.0522115710226225,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,52.0,0.8812951547446418,3,2530134067.5076847,9301518132.323437,-0.3785435584139529,-1.2672883805127992,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,57.0,0.8931855562090362,1,2679744502.482127,10537892707.895605,-0.41596114589841593,-1.1113244977462284,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,55.0,0.912011836253867,2,2795357967.213254,11294440311.622429,-0.44839152420869455,-1.0800266133168,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,53.0,0.8737384606556345,1,2680459486.4027925,9547254016.113218,-0.4293897423315473,-1.146411187586459,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,57.0,0.8892903610411117,3,2842679041.3210025,10217694951.824966,-0.44608106117889235,-1.115492384428617,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,50.0,0.8808586468171701,1,2164756796.1700444,8648963571.571955,-0.4829561375561847,-0.967770879919915,crouching,ilive-2-crouching-pos3-tx-1min.dat
0.0,0.0,58.0,0.9498681951016376,2,4114763889.855311,14232748624.964622,-0.46035887056364033,-1.1368649082668572,crouching,ilive-2-crouching-pos3-tx-1min.dat
