var_rx0_tx0,var_rx0_tx1,var_rx0_tx2,var_rx1_tx0,var_rx1_tx1,var_rx1_tx2,var_rx2_tx0,var_rx2_tx1,var_rx2_tx2,tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
1.0643447854599074e+19,1.121247562300016e+19,0.0,1.5926084784283288e+19,1.3434609760882946e+19,0.0,2.4539013827812664e+18,2.9651890032255094e+18,0.0,0.003703703703703704,0.06074525728465456,41.0,0.0,6,1116996782.7046509,10302888026.085777,1.8039190575887463,3.3365714893172393,standing,ilive-standing-pos7-tx-1min.dat
8.164863219161871e+18,4.967816983023169e+19,1.6738655031290512e+24,1.6415447913090906e+19,1.410991226242763e+19,8.88806693296922e+23,6.654561555848591e+18,6.754080105823082e+18,2.604163839706722e+24,0.040740740740740744,0.1976889799271484,27.0,0.9106455534285106,5,1232921789.509613,9423333502.015411,1.6010457815742654,2.426729047235888,standing,ilive-standing-pos7-tx-1min.dat
8.418415295320423e+18,9.299139824033565e+18,0.0,1.6283894779423732e+19,1.3162121522345607e+19,0.0,2.466636052217367e+18,3.0621109463729167e+18,0.0,0.014814814814814815,0.12081115874296362,36.0,0.0,6,1133869141.7399457,10546710746.378536,1.1181144160009304,1.041304325534301,standing,ilive-standing-pos7-tx-1min.dat
1.6119040658370111e+19,7.74445616497137e+19,2.7471437914314107e+24,1.6368537513239376e+19,1.4228665390004716e+19,1.5907268177504458e+24,1.562300287420206e+19,1.5508391165967888e+19,5.901795497955842e+24,0.007407407407407408,0.08574694002066834,-5.0,0.9711838438282593,4,1704742764.7068684,9821767875.415115,1.9619320456223421,3.505277224432728,standing,ilive-standing-pos7-tx-1min.dat
3.1413303575023427e+18,4.093227376868484e+19,1.1603095715333117e+24,5.477679561300674e+18,1.3262122662265637e+19,1.3823041075615974e+24,4.403226206146815e+18,5.62006915067821e+18,1.8384811251659155e+24,0.0,0.0,10.0,0.757418875651776,1,3078718575.2848425,3014473315.5096426,1.9710592335631756,3.2762406211780695,standing,ilive-standing-pos7-tx-1min.dat
8.772015966764501e+18,1.8933435846140776e+19,5.917827697119832e+23,1.5803141037003393e+19,1.297499260721857e+19,2.5580979405787884e+23,3.016205982300646e+18,4.0102325734699474e+18,1.731956038145481e+24,0.0,0.0,6.0,0.9210967750967886,8,1101630102.8725533,10086276740.680489,1.5552262126179337,2.2733041810247165,standing,ilive-standing-pos7-tx-1min.dat
1.405956127611899e+19,3.893798998998659e+19,1.5778769759204144e+24,1.639510749788491e+19,2.0836711524409446e+19,3.0105895696398977e+24,1.0373896282232418e+19,8.97270525393622e+18,3.399809931181588e+24,0.0,0.0,24.0,0.9869810521667574,3,1508548338.3276937,9811711722.660603,1.4903205167279157,1.9635863114480996,standing,ilive-standing-pos7-tx-1min.dat
1.2596081821762404e+19,1.2388780691418714e+19,0.0,1.4121477488637379e+19,1.2267619574871867e+19,0.0,6.350416920857542e+18,7.448658396100384e+18,0.0,0.0,0.0,49.0,0.0,2,1701210558.5249841,10744470338.04966,2.073433818055451,3.510559243107754,standing,ilive-standing-pos7-tx-1min.dat
1.5040611293056686e+19,6.148460271133406e+19,2.4595447313015185e+24,1.370292799320534e+19,1.3990178796558502e+19,1.899604888462186e+24,1.3086314844199223e+19,1.5472588437591402e+19,7.829575343439648e+24,0.0,0.0,20.0,0.8272710143479731,3,2688820789.861132,4701550504.84591,1.8781978368863195,2.9770145787766698,standing,ilive-standing-pos7-tx-1min.dat
1.0120552647256224e+19,1.607135917789603e+19,3.7754730832918007e+23,1.8397091227243696e+19,1.7862779795958802e+19,9.217686602226657e+23,3.8980481454206884e+18,4.62119345562537e+18,1.6248851754344892e+24,0.003703703703703704,0.06074525728465455,90.0,0.943991676175977,5,1165746831.1106412,10789244377.765396,1.4919816915232165,2.104938821791529,standing,ilive-standing-pos7-tx-1min.dat
1.4925865348785347e+19,1.463055589127546e+19,0.0,1.4454847393904523e+19,1.2474738492477024e+19,0.0,3.5163749779245066e+18,4.1229862513185843e+18,0.0,0.0,0.0,43.0,0.0,1,1836794057.2201822,11105282303.24009,2.056778671782183,3.519009516920806,standing,ilive-standing-pos7-tx-1min.dat
