var_rx0_tx0,var_rx0_tx1,var_rx0_tx2,var_rx1_tx0,var_rx1_tx1,var_rx1_tx2,var_rx2_tx0,var_rx2_tx1,var_rx2_tx2,tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
1.4608001082843187e+19,1.5422156251748514e+19,0.0,1.542361051382415e+19,1.501238145978652e+19,0.0,8.835144808991266e+18,1.046180918694624e+19,0.0,0.0,0.0,49.0,0.0,1,3119943774.659348,11119087572.921787,1.8182914044396141,2.4511582650281687,no_person,ilive-empty-room-20s-45.dat
1.9870274315304153e+19,3.101195998810814e+19,1.1804054709343024e+24,1.7515161277923662e+19,1.5088858366311848e+19,6.274910687344567e+23,1.5777632810145888e+19,1.471140091504795e+19,7.287321377728508e+23,0.0,0.0,44.0,0.9606763248319673,1,3535557218.746685,11149611981.613155,1.7793447849474964,2.113128516441554,no_person,ilive-empty-room-20s-45.dat
2.5604616867056325e+19,4.4242855438146404e+19,1.9504072402348467e+24,2.6916566490595602e+19,2.243951999726015e+19,4.8753588505926695e+23,9.394997648620032e+18,8.63900173097648e+18,3.186841279090819e+24,0.0,0.0,13.0,0.9830707386331863,1,3324931381.8170476,10771863572.005962,2.125596656673026,3.614993586928927,no_person,ilive-empty-room-20s-45.dat
2.054539998599557e+19,3.081668084188408e+19,5.316746089255635e+23,2.0026582832003084e+19,1.799855742423708e+19,6.462316818290103e+23,8.640042749059945e+18,1.3124724562961306e+19,2.963442513299822e+24,0.003703703703703704,0.06074525728465456,26.0,0.9715265298149162,1,3028240119.8783474,10025188731.591015,2.074159880317891,3.400710070991229,no_person,ilive-empty-room-20s-45.dat
1.774140696834806e+19,2.359695599175469e+19,5.15378032712416e+23,2.6552361517181575e+19,2.1132592148867592e+19,1.847231983789621e+23,8.669558968906358e+18,9.729404580543451e+18,2.106559112312445e+24,0.0,0.0,78.0,0.9536795272099805,1,2571478334.4864655,9887698920.621662,1.9709566526192406,3.073715090739702,no_person,ilive-empty-room-20s-45.dat
2.192810548877807e+19,9.382493211761494e+19,6.132911841983426e+24,1.6334063466997037e+19,1.753386445558826e+19,4.48503261323076e+24,2.296432406306351e+19,1.8792723143356027e+19,1.1990007866486734e+25,0.003703703703703704,0.06074525728465454,19.0,0.6529756727880853,1,3944501405.088989,6770106246.813641,1.8825670886757582,2.8838915243382637,no_person,ilive-empty-room-20s-45.dat
2.0658516719357284e+19,2.180979294071203e+19,0.0,1.6037661446438957e+19,1.2841357103274592e+19,0.0,8.539715764372653e+18,1.0604277257898707e+19,0.0,0.0,0.0,47.0,0.0,1,2950728034.6590533,10757760486.582367,2.032368203437034,3.3477921265592663,no_person,ilive-empty-room-20s-45.dat
1.9128653388181205e+19,2.2007280428469576e+19,0.0,1.7457583743128408e+19,1.6060325480932846e+19,0.0,1.397835318808311e+19,1.512682101518502e+19,0.0,0.0,0.0,48.0,0.0,1,2903098339.6906414,10759641781.47829,1.860931928935007,2.3746787167456818,no_person,ilive-empty-room-20s-45.dat
