var_rx0_tx0,var_rx0_tx1,var_rx0_tx2,var_rx1_tx0,var_rx1_tx1,var_rx1_tx2,var_rx2_tx0,var_rx2_tx1,var_rx2_tx2,tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
1.2636913197320776e+19,1.3923939798864589e+19,0.0,1.2158945034397702e+19,1.1965977955061795e+19,0.0,5.511131329520536e+18,5.402373172209626e+18,0.0,0.0,0.0,42.0,0.0,12,543429844.2554499,11072772182.327911,-2.5490691428838614,5.813769685492634,no_person,ilive-empty-room-1min.dat
1.116325691106015e+19,1.2145092175756005e+19,0.0,1.8634778116595315e+19,1.801049535335808e+19,0.0,7.747671444195503e+18,7.702129506658219e+18,0.0,0.0,0.0,48.0,0.0,9,738625285.100592,12108517156.742249,-1.3753272900721847,1.6074392327114655,no_person,ilive-empty-room-1min.dat
1.0630954283393309e+19,1.2823706454427298e+19,0.0,1.816967539835211e+19,1.6952472790497595e+19,0.0,6.625743737897604e+18,7.253781614863991e+18,0.0,0.0,0.0,46.0,0.0,7,287911106.1385555,10765716711.496235,1.271263279180802,1.4617760278420624,no_person,ilive-empty-room-1min.dat
9.574171604015766e+18,1.1016721421735285e+19,0.0,1.7388441730058045e+19,1.7016777299831503e+19,0.0,5.673011904015174e+18,5.530985765138513e+18,0.0,0.0,0.0,44.0,0.0,9,644893668.4549992,10354971507.583317,-1.5849646011132459,2.1066544076864844,no_person,ilive-empty-room-1min.dat
6.053292227438492e+18,6.998858979791332e+18,0.0,2.4115677803085287e+19,2.2362373228757377e+19,0.0,4.76358813734995e+18,4.771797085747806e+18,0.0,0.0,0.0,45.0,0.0,6,782100770.0859557,11904227247.828918,-0.7520232340068032,0.495531683583482,no_person,ilive-empty-room-1min.dat
1.1439268428634427e+19,1.4012886553563165e+19,0.0,1.7107282394298862e+19,1.525661076651436e+19,0.0,4.979827309990827e+18,5.477684469367654e+18,0.0,0.0,0.0,49.0,0.0,1,1119312829.0482507,10412507026.06128,0.5334778713436088,0.15799751577399146,no_person,ilive-empty-room-1min.dat
1.0406924616283259e+19,1.1681912913647272e+19,0.0,2.012119844332161e+19,1.963212740597423e+19,0.0,4.0669613449979054e+18,4.0102229018115087e+18,0.0,0.0,0.0,44.0,0.0,11,618950233.3664246,10821142653.4543,-1.9107976860636031,3.662497786235357,no_person,ilive-empty-room-1min.dat
8.189327495411498e+18,8.842350893972637e+18,0.0,2.0669457422919225e+19,1.9992289151227744e+19,0.0,1.0334902604578425e+19,1.0950873556908534e+19,0.0,0.0,0.0,42.0,0.0,4,544973127.805219,11258378662.742546,0.3494789987382201,0.3940783021792309,no_person,ilive-empty-room-1min.dat
1.0524212253999313e+19,1.1928425573119506e+19,0.0,2.0220655275178353e+19,1.9416917734967796e+19,0.0,2.8360841390579267e+18,2.743820220823785e+18,0.0,0.0,0.0,46.0,0.0,11,706306194.7576046,10593764255.196568,-1.0775238668659868,0.9213276926218614,no_person,ilive-empty-room-1min.dat
8.233741923650428e+18,9.097637423814434e+18,0.0,1.5876461104194263e+19,1.5716302362854212e+19,0.0,2.5064097105743657e+18,2.5524634817243346e+18,0.0,0.0,0.0,41.0,0.0,17,405799591.7631075,10353062766.165794,-2.6952529593653844,6.51131583354608,no_person,ilive-empty-room-1min.dat
