var_rx0_tx0,var_rx0_tx1,var_rx0_tx2,var_rx1_tx0,var_rx1_tx1,var_rx1_tx2,var_rx2_tx0,var_rx2_tx1,var_rx2_tx2,tof_mean,tof_std,aoa_peak,corr_eigen_ratio,num_peaks,std_amp,median_amp,skew_amp,kurtosis_amp,label,source_file
8.264747898071859e+18,8.231402090586322e+18,0.0,1.2178376513732219e+19,1.0581637229172787e+19,0.0,2.6244139809302497e+18,2.8768974047369247e+18,0.0,0.0,0.0,35.0,0.0,1,2068302194.1368587,9906318751.374058,2.024164080507648,3.614443192076913,standing,ilive-standing-pos6-tx-1min.dat
1.3861113536957553e+19,1.5937072703614462e+19,2.870552141285822e+23,1.7376705404169214e+19,1.4918611022985832e+19,1.688225504029905e+23,9.869211801273391e+18,1.011118288971451e+19,1.9448672847524232e+24,0.0,0.0,5.0,0.9450030937199615,1,2419253725.713808,9669878503.657333,1.653262815808286,2.078281347589191,standing,ilive-standing-pos6-tx-1min.dat
1.861469365135123e+19,1.8162181446074804e+19,0.0,2.047580416636038e+19,1.8835680125439455e+19,0.0,9.835124886828446e+18,1.041845914064604e+19,0.0,0.0,0.0,54.0,0.0,1,2520272675.357152,10617944065.944311,1.629059521271575,1.9323118048381565,standing,ilive-standing-pos6-tx-1min.dat
1.7830782327363322e+19,1.7362547681844986e+19,2.7414756563137184e+23,2.364462075201267e+19,2.0258124316513133e+19,6.249344136971368e+23,6.591488573057981e+18,6.900994302826309e+18,1.5268026743511712e+24,0.0,0.0,44.0,0.984978826017338,1,3334999858.0146227,11140334532.563278,1.6943329782769998,2.0627487481109092,standing,ilive-standing-pos6-tx-1min.dat
1.2265494064796996e+19,4.133300332414976e+19,1.064219713551864e+24,2.492647656081045e+19,2.408077809680974e+19,1.0840655470504193e+24,1.661308576106543e+19,1.6638701993926654e+19,3.391983079873659e+24,0.0,0.0,52.0,0.9621835730880473,3,1462746851.4254882,9258362488.798885,1.5556950704529515,1.827929907617924,standing,ilive-standing-pos6-tx-1min.dat
1.0289496606797541e+19,1.0101742985744312e+19,0.0,1.6803703195766135e+19,1.6499087785868675e+19,0.0,2.540982359384085e+18,2.5159503879870966e+18,0.0,0.0,0.0,49.0,0.0,2,2278991368.2187214,9187328985.868553,1.544822014336033,1.6873442444229658,standing,ilive-standing-pos6-tx-1min.dat
1.513221206634503e+19,1.98465169269642e+19,2.6563345411067e+23,2.4170463882568917e+19,2.1289470076279427e+19,2.607815213875479e+23,8.837310172866147e+18,1.0673588336832934e+19,1.4438105485491855e+24,0.0,0.0,10.0,0.9909357237009133,6,1508077552.250607,11107478551.147377,1.250642728577372,1.4696679587949264,standing,ilive-standing-pos6-tx-1min.dat
1.7259752065681304e+19,1.7060923251218205e+19,0.0,1.9957808566846525e+19,1.7574840185863586e+19,0.0,8.204429504630117e+18,8.225103652863396e+18,0.0,0.0,0.0,49.0,0.0,1,2221812864.2269025,10259271529.344444,1.5492762801595727,1.845803619051325,standing,ilive-standing-pos6-tx-1min.dat
1.4444650944001104e+19,1.3546224570084987e+19,0.0,1.8593972790182134e+19,1.5859817278460742e+19,0.0,6.662012892847258e+18,7.256442244493907e+18,0.0,0.0,0.0,46.0,0.0,1,2525111633.381708,10747183964.928793,1.6087051726960846,1.8190508250967223,standing,ilive-standing-pos6-tx-1min.dat
1.0386113135582927e+19,1.061243560313637e+19,0.0,1.9049127700285256e+19,1.863375140288426e+19,0.0,5.872883873755085e+18,6.515328358976029e+18,0.0,0.0,0.0,50.0,0.0,1,1399672575.4239862,10375083154.109352,1.0405317324721945,1.0376290063353872,standing,ilive-standing-pos6-tx-1min.dat
1.4173510314984753e+19,3.914737343578123e+19,8.500977445440679e+23,1.4638727774780013e+19,1.2672784454671532e+19,6.101470975165963e+23,9.516848159482657e+18,8.732704515466057e+18,1.6142094910652493e+24,0.0,0.0,-7.0,0.7053026480923735,1,2481732552.4570217,11061899726.414242,1.7802966868351324,2.2024067117813333,standing,ilive-standing-pos6-tx-1min.dat
1.7359468988379195e+19,5.0684249413350965e+19,6.47084076566516e+23,1.861600085387357e+19,1.8467540731002745e+19,8.225152540664376e+23,1.1149230699179432e+19,1.0862992578127088e+19,1.2683748137928675e+24,0.04814814814814815,0.21407920024619895,56.0,0.9656391028897803,1,2347831705.880358,10488754578.741755,1.4166363874251635,1.4532453189148464,standing,ilive-standing-pos6-tx-1min.dat
1.1280416723318716e+19,1.189506935651172e+19,0.0,9.603976345618627e+18,8.557693192176536e+18,0.0,3.2095674143381673e+18,3.7709312654663465e+18,0.0,0.0,0.0,43.0,0.0,7,1347660650.4176154,10687949763.14188,1.2850270897881801,1.5146973810968465,standing,ilive-standing-pos6-tx-1min.dat
1.210625462352485e+19,5.433384206989907e+19,3.02451868296393e+24,1.4998293969070944e+19,1.7494840088105456e+19,2.3983420876595978e+24,1.173780485002221e+19,1.2697597832672543e+19,3.0520063069633387e+24,0.0,0.0,30.0,0.9390871889010712,2,2953338633.6938205,10921873941.05325,2.004196938137611,3.541409187671058,standing,ilive-standing-pos6-tx-1min.dat
1.3509853609013717e+19,1.389143723467755e+19,0.0,2.4132495577047855e+19,1.9841568978708947e+19,0.0,1.2500791734727078e+19,1.4363005323097491e+19,0.0,0.0,0.0,50.0,0.0,2,1484100010.2748291,9831062830.554617,1.7888976283651392,2.5847394983759786,standing,ilive-standing-pos6-tx-1min.dat
1.8489010752407343e+19,1.5328512316843393e+19,0.0,2.6806233266028765e+19,2.3192171193489433e+19,0.0,4.964717758982751e+18,4.680867572304017e+18,0.0,0.0,0.0,60.0,0.0,1,3362412041.680925,11363393949.082838,1.6719577583168632,1.9630970822175309,standing,ilive-standing-pos6-tx-1min.dat
7.850757086338424e+18,1.2733754736878862e+19,2.9862056375634963e+23,1.8489748171311854e+19,1.646298461142181e+19,1.0021355940113441e+24,5.913853958052078e+18,7.533400655876678e+18,1.5525836541399072e+24,0.0,0.0,90.0,0.9048436838518947,6,1066813847.6831725,9624983032.608444,0.33740099958469166,0.20148803292811968,standing,ilive-standing-pos6-tx-1min.dat
1.3542201905125177e+19,1.5819693094612038e+19,2.4129651186248613e+23,2.129464664625908e+19,1.9717474373303677e+19,2.3835990910149372e+23,7.53457360044643e+18,5.873951015239842e+18,1.6715712668622972e+24,0.0,0.0,35.0,0.8283983616911491,1,2774698716.975917,10181225546.981964,1.5841014083920597,1.739325801266565,standing,ilive-standing-pos6-tx-1min.dat
